Name,Website,LinkedIn,Primary Phone,Phone,Languages,Segment
Unimed Salto/Itu,,http://www.linkedin.com/company/unimed-salto-itu,{},,,
Josapar,http://www.josapar.com.br,http://www.linkedin.com/company/josaparoficial,{},,,
Companhia Melhoramentos Norte do Paraná,http://www.cmnp.com.br,http://www.linkedin.com/company/companhiamelhoramentos,{},,,
Produtiva Sementes,http://www.sementesprodutiva.com.br,http://www.linkedin.com/company/produtiva-sementes,"{'number': '+55 61 3631-2992', 'sanitized_number': '+556136312992', 'source': 'Account'}",+55 61 3631-2992,Portuguese,
Supermercado Pinheiro Oficial,http://www.supermercadopinheiro.com.br,http://www.linkedin.com/company/supermercadopinheiro,{},,,
Bretas Supermercados,http://www.bretas.com.br,http://www.linkedin.com/company/bretas-supermercados,{},,,
POUPAFARMA,http://www.poupafarma.com.br,http://www.linkedin.com/company/poupafarma,"{'number': '+55 13 3202-1000', 'source': 'Owler', 'sanitized_number': '+551332021000'}",+55 13 3202-1000,,
Coasul Cooperativa Agroindustrial,http://www.coasul.com.br,http://www.linkedin.com/company/coasul-cooperativa-agroindustrial,"{'number': '+55 46 3533-8100', 'source': 'Account', 'sanitized_number': '+554635338100'}",+55 46 3533-8100,Portuguese,
Lider Atacadista,http://www.lideratacadista.com.br,http://www.linkedin.com/company/lider-atacadista,{},,,
Usina Petribu S/A,http://www.petribu.com.br,http://www.linkedin.com/company/grupopetribu,{},,,
Liga Alvaro Bahia Contra A Mortalidade Infantil,http://www.labcmi.org.br,http://www.linkedin.com/company/liga-alvaro-bahia-contra-a-mortalidade-infantil,{},,,
Hospital Monte Sinai Juiz de Fora,http://www.hospitalmontesinai.com.br,http://www.linkedin.com/company/hospital-monte-sinai-juiz-de-fora,"{'number': '+55 32 2104-4000', 'source': 'Scraped', 'sanitized_number': '+553221044000'}",+55 32 2104-4000,,
Dália Alimentos,http://www.dalia.com.br,http://www.linkedin.com/company/d%c3%a1lia-alimentos,{},,Portuguese,
Serviço Social do Comércio - SESC PR,http://www.sescpr.com.br,http://www.linkedin.com/company/sescpr,"{'number': '+55 41 3304-2266', 'source': 'Scraped', 'sanitized_number': '+554133042266'}",+55 41 3304-2266,Portuguese,
Gelnex Gelatin,,http://www.linkedin.com/company/gelnex-gelatin,"{'number': '+1 972-717-0300', 'source': 'Scraped', 'sanitized_number': '+19727170300'}",+1 972-717-0300,"English, Spanish, Portuguese, English, Spanish, Portuguese",
Hospital Brasil - Rede D'Or São Luiz,,http://www.linkedin.com/company/hospital-brasil,{},,,
Yusen Logistics do Brasil,,http://www.linkedin.com/company/yusen-logistics-do-brasil-ltda,{},,,
Osaka Toyota,http://www.osakaveiculos.com.br,http://www.linkedin.com/company/osaka-toyota,{},,,
Supermercado Super do Povo,http://www.solides.jobs,http://www.linkedin.com/company/super-do-povo,{},,,
Unimed São Carlos,,http://www.linkedin.com/company/unimedsaocarlos,{},,,
Ragazzo,http://www.ragazzofastfood.com.br,http://www.linkedin.com/company/ragazzo,{},,Portuguese,
WOW! Nutrition,http://www.wownutrition.com.br,http://www.linkedin.com/company/wow-nutrition,{},,Portuguese,
Objetiva,http://www.modaobjetiva.com.br,http://www.linkedin.com/company/lojaobjetiva,{},,,
Vendedor Autónomo,,http://www.linkedin.com/company/vendedor-autonomo,{},,,
Andorinha Hiper Center,http://www.andorinhahiper.com.br,http://www.linkedin.com/company/andorinhahipercenter,"{'number': '+55 11 2233-9999', 'source': 'Scraped', 'sanitized_number': '+551122339999'}",+55 11 2233-9999,Portuguese,
Piticas,http://www.piticas.com.br,http://www.linkedin.com/company/piticas,"{'number': '+55 42 4397-0005', 'source': 'Scraped', 'sanitized_number': '+554243970005'}",+55 42 4397-0005,,
Via Pajuçara,http://www.viapajucara.com.br,http://www.linkedin.com/company/viapajucaratransportes,{},,,
Vianense Supermercados,http://www.vianense.com.br,http://www.linkedin.com/company/vianense-supermercados,{},,Portuguese,
Drogarias Ultra Popular,http://www.drogariasultrapopular.com.br,http://www.linkedin.com/company/rede-drogarias-ultra-popular,{},,Portuguese,
Grupo Alvorada,http://www.galvorada.com,http://www.linkedin.com/company/supermarket-alvorada,{},,,
BUDEL TRANSPORTES - AGREGANDO VALOR AO SEU PRODUTO,http://www.budel.com.br,http://www.linkedin.com/company/budel-transportes,{},,,
Costa Atacadão,http://www.costaatacadao.com.br,http://www.linkedin.com/company/atacadaocosta,{},,,
Brasiliense Comissária de Despachos Ltda,http://www.brasiliense.com.br,http://www.linkedin.com/company/grupobrasiliense,{},,English,
Víssimo Group,http://www.vissimo.com.br,http://www.linkedin.com/company/vissimo-group,{},,,
Empresas Maggi,http://www.empresasmaggi.com.br,http://www.linkedin.com/company/empresas-maggi,"{'number': '+55 11 4013-8101', 'source': 'Scraped', 'sanitized_number': '+551140138101'}",+55 11 4013-8101,Portuguese,
Mary Kay do Brasil,http://www.marykay.com.br,http://www.linkedin.com/company/mary-kay-do-brasil,"{'number': '+1 972-687-6300', 'source': 'Account', 'sanitized_number': '+19726876300'}",+1 972-687-6300,,
Flash Courier,http://www.flashcourier.com.br,http://www.linkedin.com/company/flashcourieroficial,{},,,
Sinter,http://www.sinterfutura.com.br,http://www.linkedin.com/company/sinter-futura-ltda,"{'number': '+55 19 3979-7800', 'source': 'Account', 'sanitized_number': '+551939797800'}",+55 19 3979-7800,"English, Portuguese",
Grupo Peruzzo,http://www.peruzzo.com.br,http://www.linkedin.com/company/grupoperuzzo,"{'number': '+32 3 240 88 00', 'source': 'Scraped', 'sanitized_number': '+3232408800'}",+32 3 240 88 00,,
Refrigerantes Convenção,http://www.refrigerantesconvencao.com.br,http://www.linkedin.com/company/refrigerantes-conven%c3%a7%c3%a3o,{},,,
FM Logistic Brasil,http://www.fmlogistic.com.br,http://www.linkedin.com/company/fm-logistic-brazil,{},,,
Santa Casa de Misericórdia de Belo Horizonte,,http://www.linkedin.com/company/santa-casa-de-miseric-rdia-de-belo-horizonte,{},,,
Supermercados Andreazza,http://www.superandreazza.com.br,http://www.linkedin.com/company/superandreazza,"{'number': '+55 54 3226-1011', 'source': 'Account', 'sanitized_number': '+555432261011'}",+55 54 3226-1011,Portuguese,
Normatel Home Center,http://www.normatel.com.br,http://www.linkedin.com/company/normatelhc,"{'number': '+55 85 3031-9988', 'sanitized_number': '+558530319988', 'source': 'Account'}",+55 85 3031-9988,,
Moinhos Cruzeiro do Sul,http://www.mcs.com.br,http://www.linkedin.com/company/moinhoscruzeirodosul,{},,,
Mercatto,http://www.mercatto.com.br,http://www.linkedin.com/company/mercatto,"{'number': '+55 61 3323-7820', 'source': 'Account', 'sanitized_number': '+556133237820'}",+55 61 3323-7820,Portuguese,
Fribal,http://www.fribal.com.br,http://www.linkedin.com/company/fribalespecialistas,{},,Portuguese,
Sepat,http://www.sepat.srv.br,http://www.linkedin.com/company/sepat-solucoes-em-alimentacao,{},,Portuguese,
Viação Santa Brigida Ltda,http://www.santabrigida.com.br,http://www.linkedin.com/company/via%c3%a7%c3%a3o-santa-brigida-ltda,"{'number': '+55 800 017 4445', 'source': 'Scraped', 'sanitized_number': '+558000174445'}",+55 800 017 4445,,
Cresci e Perdi,http://www.crescieperdi.com,http://www.linkedin.com/company/crescieperdi,{},,,
Coopermota Cooperativa Agroindustrial,http://www.coopermota.com.br,http://www.linkedin.com/company/coopermota-cooperativa-agroindustrial,{},,,
Jaú Serve Supermercados,http://www.jauserve.com.br,http://www.linkedin.com/company/jauserve,"{'number': '+55 800 015 4600', 'source': 'Scraped', 'sanitized_number': '+558000154600'}",+55 800 015 4600,,
Virtuosa Clínica Estética,http://www.virtuosaestetica.com.br,http://www.linkedin.com/company/virtuosaestetica,{},,,
PJNeblina Materiais Elétricos,http://www.pjn.com.br,http://www.linkedin.com/company/pjneblinamateriaiseletricos,"{'number': '+55 11 3619-1600', 'source': 'Scraped', 'sanitized_number': '+551136191600'}",+55 11 3619-1600,Portuguese,
Mundo Do Cabeleireiro,http://www.mundodocabeleireiro.com.br,http://www.linkedin.com/company/mundocabeleireiro,{},,,
Companhia de Água e Esgoto do Ceará - Cagece,http://www.cagece.com.br,http://www.linkedin.com/company/companhia-de-agua-e-esgoto-do-ceara-cagece,"{'number': '+55 85 3101-1817', 'source': 'Owler', 'sanitized_number': '+558531011817'}",+55 85 3101-1817,,
Mavalério,http://www.mavalerio.com.br,http://www.linkedin.com/company/maval%c3%a9rio,"{'number': '(096) 357-1147', 'source': 'Scraped', 'sanitized_number': '+10963571147'}",(096) 357-1147,,
Transportadora Jolivan Ltda,http://www.jolivan.com.br,http://www.linkedin.com/company/transportadorajolivan,"{'number': '+55 28 3537-3000', 'source': 'Scraped', 'sanitized_number': '+552835373000'}",+55 28 3537-3000,,
Vestcasa,http://www.clubevestcasa.com.br,http://www.linkedin.com/company/vestcasa,{},,,
Grupo Colorado,http://www.colorado.com.br,http://www.linkedin.com/company/grupocolorado,"{'number': '+55 16 3820-3099', 'source': 'Owler', 'sanitized_number': '+551638203099'}",+55 16 3820-3099,,
Psicóloga Clínica,http://www.clinicadepsico.com.br,http://www.linkedin.com/company/psic-loga-cl-nica_2,{},,,
Sipolatti,http://www.sipolatti.com.br,http://www.linkedin.com/company/sipolatti,{},,Portuguese,
Astromaritima Navegação S.A.,http://www.astromaritima.com.br,http://www.linkedin.com/company/astromar-tima-navega-o,{},,,
Medicar Emergencias Medicas Ltda,http://www.medicar.com.br,http://www.linkedin.com/company/medicarsolucoesemsaude,"{'number': '+55 800 941 5455', 'source': 'Scraped', 'sanitized_number': '+558009415455'}",+55 800 941 5455,,
Unimed Araçatuba,http://www.unimedaracatuba.coop.br,http://www.linkedin.com/company/unimedaracatuba,{},,,
TranspoTech Equipamentos,http://www.transpotech.com.br,http://www.linkedin.com/company/transpotech-equipamentos,"{'number': '+55 41 3377-3303', 'source': 'Scraped', 'sanitized_number': '+554133773303'}",+55 41 3377-3303,Portuguese,
Pontofrio.com,,http://www.linkedin.com/company/pontofrio.com,"{'number': '+55 4003-8388', 'source': 'Scraped', 'sanitized_number': '+5540038388'}",+55 4003-8388,,
R. Damásio,,http://www.linkedin.com/company/rdamasio,{},,,
Rede de Postos Monte Carlo,http://www.redemontecarlo.com.br,http://www.linkedin.com/company/rededepostosmontecarlo,{},,English,
Dolp Engenharia,http://www.dolpengenharia.com.br,http://www.linkedin.com/company/dolpengenharia,"{'number': '+55 62 3281-1616', 'source': 'Scraped', 'sanitized_number': '+556232811616'}",+55 62 3281-1616,,
Saritur,http://www.saritur.com.br,http://www.linkedin.com/company/saritur,{},,,
Buddha Spa,http://www.buddhaspa.com.br,http://www.linkedin.com/company/buddhaspa,{},,Portuguese,
Manserv Montagem e Manutenção S.A.,,http://www.linkedin.com/company/manserv-montagem-e-manuten%c3%a7%c3%a3o-s.a.,{},,,
Camilo dos Santos,http://www.camilodossantos.com.br,http://www.linkedin.com/company/camilodossantos,{},,Portuguese,
EMPRESA METROPOLITANA DE TRANSPORTES URBANOS DE SÃO PAULO – EMTU/SP,http://www.emtu.sp.gov.br,http://www.linkedin.com/company/empresa-metropolitana-de-transportes-urbanos-de-s-o-paulo-emtu-sp,"{'number': '+55 11 3113-4700', 'source': 'Account', 'sanitized_number': '+551131134700'}",+55 11 3113-4700,,
Andrade Distribuidor LTDA,http://www.andradedistribuidor.com.br,http://www.linkedin.com/company/andrade-distribuidor,{},,Portuguese,
INB,http://www.inb.gov.br,http://www.linkedin.com/company/inb,{},,,
CF Distribuidora,http://www.cfdistribuidora.com,http://www.linkedin.com/company/cfdistribuidora,{},,,
South & Co.,http://www.gruposouth.com.br,http://www.linkedin.com/company/grupo-south,{},,Portuguese,
Unimed Sergipe,http://www.unimedse.coop.br,http://www.linkedin.com/company/unimedse,"{'number': '+55 79 2107-8700', 'source': 'Account', 'sanitized_number': '+557921078700'}",+55 79 2107-8700,,
Refrio Armazéns Gerais S.A.,http://www.refrio.com.br,http://www.linkedin.com/company/refrio-armaz-ns-gerais-s.a.,"{'number': '+55 11 2132-9350', 'source': 'Scraped', 'sanitized_number': '+551121329350'}",+55 11 2132-9350,,
Sesi Goiás,http://www.sesigoias.com.br,http://www.linkedin.com/company/sesigoias,{},,,
NewAge Indústria de Bebidas,http://www.newagebebidas.com.br,http://www.linkedin.com/company/newage-industria-e-comercio-de-bebidas-ltda,"{'number': '+55 19 3573-6600', 'source': 'Scraped', 'sanitized_number': '+551935736600'}",+55 19 3573-6600,English,
Nater Coop,http://www.nater.coop.br,http://www.linkedin.com/company/natercoop,{},,Portuguese,
Refeições Ao Ponto,http://www.aoponto.com.br,http://www.linkedin.com/company/aoponto,{},,,
Grupo Master,http://www.grupomastersonda.com.br,http://www.linkedin.com/company/grupo-master-sonda,"{'number': '+55 11 3472-2200', 'source': 'Account', 'sanitized_number': '+551134722200'}",+55 11 3472-2200,Portuguese,
Guaraves,http://www.guaraves.com.br,http://www.linkedin.com/company/guaraves,{},,Portuguese,
DPL Construções,,http://www.linkedin.com/company/dplconstrucoes,{},,,
Lojas taQi,,http://www.linkedin.com/company/lojas-taqi,"{'number': '+55 51 3564-8432', 'source': 'Account', 'sanitized_number': '+555135648432'}",+55 51 3564-8432,,
Interne Health Solutions,http://www.interne.com.br,http://www.linkedin.com/company/interne-solucoes-em-saude,"{'number': '+55 81 2123-0440', 'source': 'Scraped', 'sanitized_number': '+558121230440'}",+55 81 2123-0440,,
AgroCP,http://www.agrocp.agr.br,http://www.linkedin.com/company/agro-cp,"{'number': '+55 35 3265-3227', 'source': 'Account', 'sanitized_number': '+553532653227'}",+55 35 3265-3227,English,
BIO EXTRATUS COSMÉTIC NATURAL,http://www.bioextratus.com.br,http://www.linkedin.com/company/bioextratus,{},,Portuguese,
Detran - Departamento Estadual de Trânsito,http://www.detran.rj.gov.br,http://www.linkedin.com/company/detran-departamento-estadual-de-tr%c3%a2nsito,"{'number': '+55 21 3460-4040', 'source': 'Scraped', 'sanitized_number': '+552134604040'}",+55 21 3460-4040,,
Montreal Moda e Casa,http://www.montrealmodaecasa.com.br,http://www.linkedin.com/company/montrealmodaecasa,"{'number': '+55 11 99887-4431', 'source': 'Scraped', 'sanitized_number': '+5511998874431'}",+55 11 99887-4431,,
Milky Moo,http://www.milkymoo.com.br,http://www.linkedin.com/company/milky-moo-milkshakes,{},,,
CMA - Centro de Reabilitação Neurológica Matheus Alvares,http://www.matheusalvares.com.br,http://www.linkedin.com/company/cma-centro-de-reabilita%c3%a7%c3%a3o-neurol%c3%b3gica-matheus-alvares,{},,,
Auto Viação Catarinense,http://www.catarinense.com.br,http://www.linkedin.com/company/auto-via-o-catarinense---ltda,{},,,
Rei do Mate,http://www.reidomate.com.br,http://www.linkedin.com/company/rei-do-mate,{},,,
TGestiona,http://www.tgestiona.com.br,http://www.linkedin.com/company/tgestiona,{},,,
Real Distribuidora e Logística,,http://www.linkedin.com/company/real-dec,{},,,
Castrillon Autopecas,http://www.castrillon.com.br,http://www.linkedin.com/company/castrillon-autopecas,"{'number': '+55 99 2018-0118', 'source': 'Scraped', 'sanitized_number': '+559920180118'}",+55 99 2018-0118,,
Nordil,http://www.nordil.com.br,http://www.linkedin.com/company/nordil-nordeste-distribuicao-e-logistica,{},,,
Avatim,http://www.avatim.com.br,http://www.linkedin.com/company/avatimoficial,{},,Portuguese,
Maislaser by Ana Hickmann,http://www.maislaser.com.br,http://www.linkedin.com/company/maislaserdepilacao,"{'number': '+55 11 98209-7606', 'source': 'Scraped', 'sanitized_number': '+5511982097606'}",+55 11 98209-7606,,
Marco Boni,http://www.marcoboni.com.br,http://www.linkedin.com/company/marcoboni,"{'number': '+55 800 772 4433', 'source': 'Scraped', 'sanitized_number': '+558007724433'}",+55 800 772 4433,,
Andra Materiais Elétricos,,http://www.linkedin.com/company/eletricaandra,{},,,
Pássaro Marron,http://www.passaromarron.com.br,http://www.linkedin.com/company/passaromarron,{},,,
Lojas Marabraz,http://www.marabraz.com.br,http://www.linkedin.com/company/lojas-marabraz,{},,,
Supermercado BH,,http://www.linkedin.com/company/supermercado-bh,{},,,
Campneus,http://www.campneus.com.br,http://www.linkedin.com/company/campneus,"{'number': '+55 800 285 2224', 'source': 'Scraped', 'sanitized_number': '+558002852224'}",+55 800 285 2224,"Portuguese, Portuguese, Portuguese",
Bidfood Brasil,http://www.bidfood.com.br,http://www.linkedin.com/company/bidfoodbr,"{'number': '+55 11 4146-7000', 'source': 'Account', 'sanitized_number': '+551141467000'}",+55 11 4146-7000,Portuguese,
MobiBrasil,http://www.mobibrasil.com.br,http://www.linkedin.com/company/mobibrasil,{},,,
Romanato Alimentos,http://www.romanato.com.br,http://www.linkedin.com/company/romanatoalimentos,"{'number': '+55 11 91366-6728', 'source': 'Scraped', 'sanitized_number': '+5511913666728'}",+55 11 91366-6728,,
Conservas Oderich S/A,http://www.oderich.com.br,http://www.linkedin.com/company/conservas-oderich-s-a,"{'number': '+55 51 3635-1609', 'source': 'Account', 'sanitized_number': '+555136351609'}",+55 51 3635-1609,,
Ibiporã Implementos,http://www.ibiporaimplementos.com.br,http://www.linkedin.com/company/ibiporaimplementos,"{'number': '+55 43 99840-0046', 'source': 'Scraped', 'sanitized_number': '+5543998400046'}",+55 43 99840-0046,Spanish,
Bebidas Poty,http://www.bebidaspoty.com.br,http://www.linkedin.com/company/bebidas-poty,"{'number': '+55 17 3827-9500', 'source': 'Owler', 'sanitized_number': '+551738279500'}",+55 17 3827-9500,Portuguese,
American Pet - Apaixonados por animais!,http://www.americanpet.com.br,http://www.linkedin.com/company/americanpetoficial,{},,,
A Nossa Drogaria - Nossa paixão é servir você,http://www.anossadrogaria.com.br,http://www.linkedin.com/company/a-nossa-drogaria,{},,Portuguese,
Café Iguaçu,http://www.iguacu.com.br,http://www.linkedin.com/company/igc-iguacu,{},,,
Supermercados Violeta,http://www.supermercadovioleta.com.br,http://www.linkedin.com/company/supermercado-violeta,{},,Portuguese,
Chiquinho Sorvetes Oficial,http://www.chiquinho.com.br,http://www.linkedin.com/company/chiquinho-sorvetes,{},,Portuguese,
SuperPrix,http://www.superprix.com.br,http://www.linkedin.com/company/superprix-em-casa,{},,Portuguese,
PBKIDS Brinquedos,http://www.pbkids.com.br,http://www.linkedin.com/company/pbkids-brinquedos,"{'number': '+55 11 3666-2389', 'source': 'Account', 'sanitized_number': '+551136662389'}",+55 11 3666-2389,Portuguese,
Hospital Vivalle - Rede D'Or São Luiz,,http://www.linkedin.com/company/hospital-vivalle---rede-d'or-s-o-luiz,"{'number': '+55 21 2529-4422', 'source': 'Account', 'sanitized_number': '+552125294422'}",+55 21 2529-4422,,
Aerosoft,http://www.aerosoftcargas.com.br,http://www.linkedin.com/company/aerosoft-cargas-a-reas,{},,,
Unimed Caruaru,,http://www.linkedin.com/company/unimed-caruaru,"{'number': '+55 24 2251-6262', 'source': 'Account', 'sanitized_number': '+552422516262'}",+55 24 2251-6262,,
Formosa Farma (Grupo Formosa),http://www.grupoformosa.com.br,http://www.linkedin.com/company/formosa-farma,{},,,
Emater-MG,http://www.emater.mg.gov.br,http://www.linkedin.com/company/ematerminas,"{'number': '+44 800 538 5490', 'source': 'Owler', 'sanitized_number': '+448005385490'}",+44 800 538 5490,,
Eletronorte,http://www.eletronorte.com.br,http://www.linkedin.com/company/eletronorte,"{'number': '+55 61 3429-5151', 'source': 'Account', 'sanitized_number': '+556134295151'}",+55 61 3429-5151,,
Chama Supermercados,http://www.grupochama.com.br,http://www.linkedin.com/company/chama-supermercados,{},,Portuguese,
Shop do Pé,http://www.shopdope.com.br,http://www.linkedin.com/company/shop-do-p-,{},,,
Prefeitura Municipal de Campos dos Goytacazes,http://www.campos.rj.gov.br,http://www.linkedin.com/company/pmcg-rj,{},,,
Lojas Americanas,http://www.cartaolojasamericanas.com.br,http://www.linkedin.com/company/lojas-americanas,{},,Portuguese,
Veran Supermercados,http://www.veran.com.br,http://www.linkedin.com/company/veran-supermercados,{},,Portuguese,
TriMais Supermercados,http://www.trimais.com.br,http://www.linkedin.com/company/trimais-supermercados,{},,,
Grupo TOP,http://www.gtopdistribuicao.com.br,http://www.linkedin.com/company/gtopnegocios,"{'number': '+55 47 3038-4602', 'source': 'Account', 'sanitized_number': '+554730384602'}",+55 47 3038-4602,,
Baratão da Carne,http://www.barataodacarne.com.br,http://www.linkedin.com/company/baratao-da-carne,{},,,
Potiguar Home Center,http://www.apotiguar.com.br,http://www.linkedin.com/company/potiguar-home-center,{},,,
Novo Mix Supermercados,http://www.novomixsupermercados.com.br,http://www.linkedin.com/company/novo-mix-supermercados,{},,,
Rede Agafarma de Farmácias,http://www.agafarma.com.br,http://www.linkedin.com/company/rede-agafarma-de-farm%c3%a1cias,"{'number': '+55 51 3671-0909', 'sanitized_number': '+555136710909', 'source': 'Account'}",+55 51 3671-0909,,
Grupo Vanguarda,http://www.grupovanguarda.com,http://www.linkedin.com/company/grupo-vanguarda-pi,{},,,
Central Brazil Transport Company,http://www.brasilcentral.com.br,http://www.linkedin.com/company/transportadora-brasil-central,{},,Portuguese,
Secretaria de Estado da Saúde de São Paulo,http://www.saude.sp.gov.br,http://www.linkedin.com/company/secretaria-de-estado-da-sa-de-de-s-o-paulo,{},,,
Grupo MiniPreço,http://www.minipreco.com.br,http://www.linkedin.com/company/grupominipreco,{},,,
Prefeitura Municipal de Macaé,http://www.macae.rj.gov.br,http://www.linkedin.com/company/prefeiturademacae,{},,,
TT Distribuidor,http://www.ttdistribuidor.com.br,http://www.linkedin.com/company/tet%c3%aa-distribuidor,{},,Portuguese,
Grupo MM - Mercadomóveis,http://www.grupomercadomoveis.com.br,http://www.linkedin.com/company/grupo_mm,"{'number': '+55 800 142 0420', 'source': 'Scraped', 'sanitized_number': '+558001420420'}",+55 800 142 0420,Portuguese,
Consórcio Integrar - Enesa e GranEnergia,http://www.integrarcm.com.br,http://www.linkedin.com/company/cons%c3%b3rcio-integra-offshore,"{'number': '+55 22 3399-1000', 'source': 'Account', 'sanitized_number': '+552233991000'}",+55 22 3399-1000,Portuguese,
Maravilhas do Lar,http://www.maravilhasdolar.com,http://www.linkedin.com/company/maravilhasdolar,"{'number': '+55 11 4000-1567', 'source': 'Scraped', 'sanitized_number': '+551140001567'}",+55 11 4000-1567,,
Auto Peças Padre Cícero,http://www.pecicero.com.br,http://www.linkedin.com/company/autopecaspecicero,"{'number': '+55 85 3499-9000', 'source': 'Scraped', 'sanitized_number': '+558534999000'}",+55 85 3499-9000,,
IAP! Cosméticos Ltda,http://www.iapcosmeticos.com.br,http://www.linkedin.com/company/iap-cosmetico,"{'number': '+55 71 3036-0390', 'source': 'Account', 'sanitized_number': '+557130360390'}",+55 71 3036-0390,Portuguese,
Lontano Transportes,http://www.lontano.com.br,http://www.linkedin.com/company/lontano-transportes,{},,Portuguese,
Santa Casa de Maringá,http://www.santacasamaringa.com.br,http://www.linkedin.com/company/santacasamaringa,"{'number': '+55 44 3041-7500', 'source': 'Scraped', 'sanitized_number': '+554430417500'}",+55 44 3041-7500,Portuguese,
GTS ,http://www.gtsdobrasil.ind.br,http://www.linkedin.com/company/gts-do-brasil,"{'number': '+55 49 3251-7100', 'source': 'Account', 'sanitized_number': '+554932517100'}",+55 49 3251-7100,,
Grupo Adonai,http://www.adonaisc.com,http://www.linkedin.com/company/gpadonai,"{'number': '+55 31 4138-2330', 'source': 'Scraped', 'sanitized_number': '+553141382330'}",+55 31 4138-2330,,
Ayumi Supermercados,http://www.ayumi.com.br,http://www.linkedin.com/company/ayumi-supermercados,{},,,
D21 Motors | CAOA Chery,http://www.d21motors.com.br,http://www.linkedin.com/company/d21motors,{},,,
Casa Santa Luzia,http://www.santaluzia.com.br,http://www.linkedin.com/company/casasantaluzia,{},,Portuguese,
Renovação Logística,http://www.renovacaologistica.com.br,http://www.linkedin.com/company/renovacao-logistica,{},,,
Rede Supermarket,http://www.redesupermarket.com.br,http://www.linkedin.com/company/redesupermarket,{},,,
Casa do Pão de Queijo,http://www.casadopaodequeijo.com.br,http://www.linkedin.com/company/casa-do-p-o-de-queijo,"{'number': '+55 800 772 0060', 'source': 'Scraped', 'sanitized_number': '+558007720060'}",+55 800 772 0060,Portuguese,
Energy Company of Rio Grande do Norte - COSERN,http://www.cosern.com.br,http://www.linkedin.com/company/cosern,{},,,
Grupo Reunidas,http://www.reunidas.com.br,http://www.linkedin.com/company/reunidasoficial,"{'number': '+55 49 3561-5500', 'source': 'Account', 'sanitized_number': '+554935615500'}",+55 49 3561-5500,,
Grupo Lins Ferrão,,http://www.linkedin.com/company/grupolinsferrao,{},,,
Hospital HSANP,http://www.hsanp.com.br,http://www.linkedin.com/company/hospital-hsanp,"{'number': '+55 11 3405-8200', 'source': 'Account', 'sanitized_number': '+551134058200'}",+55 11 3405-8200,,
Frigelar Comércio e Indústria Ltda,,http://www.linkedin.com/company/frigelar-com%c3%a9rcio-e-ind%c3%bastria-ltda,{},,,
UniSuper,http://www.unisuper.com.br,http://www.linkedin.com/company/unisuper-novovarejo,{},,Portuguese,
Touti Cosmetics,http://www.touti.com.br,http://www.linkedin.com/company/touticosmetics,{},,,
Rede Natus Farma,http://www.natusfarma.com.br,http://www.linkedin.com/company/redenatusfarma,{},,,
Agrofoods Brasil Alimentos S/A,http://www.agrofoods.ind.br,http://www.linkedin.com/company/agrofoods-brasil-alimentos-s-a,{},,,
Farmácias Morifarma,http://www.morifarma.com.br,http://www.linkedin.com/company/farm%c3%a1cias-morifarma,{},,,
X Supermercados,http://www.xsupermercados.com.br,http://www.linkedin.com/company/x-supermercados,{},,Portuguese,
Le Postiche,http://www.lepostiche.com.br,http://www.linkedin.com/company/le-postiche,{},,,
AGV,http://www.solistica.io,http://www.linkedin.com/company/somosagv,{},,,
Recco Lingerie,http://www.recco.com.br,http://www.linkedin.com/company/recco-oficial,"{'number': '+55 44 2101-6262', 'source': 'Scraped', 'sanitized_number': '+554421016262'}",+55 44 2101-6262,Portuguese,
CSI Cargo,http://www.csicargo.com.br,http://www.linkedin.com/company/csicargo,{},,Portuguese,
Rede Schumann,http://www.schumann.com.br,http://www.linkedin.com/company/schumann-moveis-e-eletro-ltda,"{'number': '+55 800 642 1060', 'source': 'Scraped', 'sanitized_number': '+558006421060'}",+55 800 642 1060,Portuguese,
Shark Tratores,http://www.sharktratores.com.br,http://www.linkedin.com/company/sharktratores,"{'number': '+55 47 3642-3088', 'source': 'Scraped', 'sanitized_number': '+554736423088'}",+55 47 3642-3088,,
CESAN,http://www.cesan.com.br,http://www.linkedin.com/company/cesan,"{'number': '+55 27 2127-5353', 'sanitized_number': '+552721275353', 'source': 'Account'}",+55 27 2127-5353,Portuguese,
Rede Marajó,http://www.redemarajo.com.br,http://www.linkedin.com/company/rede-de-postos-marajo,{},,Portuguese,
Consultório de Psicologia,http://www.patriciaoguma.com.br,http://www.linkedin.com/company/consult-rio-de-psicologia_2,{},,Portuguese,
Hospital Ana Nery - Bahia,http://www.han.net.br,http://www.linkedin.com/company/hospitalananery,{},,,
Mais Top Estética,http://www.maistopestetica.com.br,http://www.linkedin.com/company/mais-top-est%c3%a9tica-franquias,{},,,
Leclair Cosméticos,http://www.grupoleclair.com.br,http://www.linkedin.com/company/leclair-cosmeticos,{},,,
MEMORIAL SAÚDE,http://www.memorial-saude.com.br,http://www.linkedin.com/company/memorial-sa%c3%bade,{},,,
Maza Tarraf,http://www.mazatarraf.com.br,http://www.linkedin.com/company/maza-tarraf,{},,,
Nova Piratininga,http://www.novapiratininga.com,http://www.linkedin.com/company/novapiratininga,"{'number': '+55 62 3364-6400', 'source': 'Scraped', 'sanitized_number': '+556233646400'}",+55 62 3364-6400,,
Rede Graal,http://www.redegraal.com.br,http://www.linkedin.com/company/rede-graal,{},,"English, Portuguese, Spanish",
Distrimed,http://www.distrimed.com.br,http://www.linkedin.com/company/distrimed,{},,,
