Name,Website,LinkedIn,Primary Phone,Phone,Languages,Segment
Katoen Natie do Brasil,,http://www.linkedin.com/company/katoen-natie-do-brasil,"{'number': '+35228264903232216811', 'source': 'Scraped', 'sanitized_number': None}",+35228264903232216811,,
Comercial Ivaiporã,http://www.comercialivaipora.com.br,http://www.linkedin.com/company/comercial-ivaipora,{},,Portuguese,
Empregoscampogrande,,http://www.linkedin.com/company/empregoscampogrande,{},,Portuguese,
Comercial Buffon Combustiveis e Transportes Ltda,http://www.buffon.com.br,http://www.linkedin.com/company/redebuffon,{},,,
Aduana Despachos e Assessoria em Comércio Exterior LTDA,http://www.aduana-dsp.com.br,http://www.linkedin.com/company/aduana-despachos-e-assessoria-em-com-rcio-exterior-ltda,{},,,
Drogarias Santa Lúcia,http://www.santaluciadrogarias.com.br,http://www.linkedin.com/company/drogarias-santa-l%c3%bacia,{},,,
Grupo Queiroz,,http://www.linkedin.com/company/grupoqrz,{},,,
Shopping Cidade,http://www.shoppingcidade.com.br,http://www.linkedin.com/company/shopping-cidade-belo-horizonte,{},,Portuguese,
Bono Pneus - Oficial,http://www.bonopneus.com.br,http://www.linkedin.com/company/bonopneus,"{'number': '+55 19 3229-3006', 'source': 'Scraped', 'sanitized_number': '+551932293006'}",+55 19 3229-3006,Portuguese,
Cical,http://www.cicalchevroletgo.com.br,http://www.linkedin.com/company/cicalbr,{},,,
Armazém do Grão,http://www.armazemdograo.com.br,http://www.linkedin.com/company/armazemdograo,{},,Portuguese,
Grupo Autonunes,http://www.autonuneschevrolet.com.br,http://www.linkedin.com/company/grupoautonunes,"{'number': '+55 800 489 4646', 'source': 'Account', 'sanitized_number': '+558004894646'}",+55 800 489 4646,,
Rede de Distribuição Zeferino,,http://www.linkedin.com/company/rede-de-distribui%c3%a7%c3%a3o-zeferino,{},,,
Grupo Nichele,,http://www.linkedin.com/company/nichele,{},,Portuguese,
Grupo Vannucci,http://www.grupovannucci.com.br,http://www.linkedin.com/company/grupovannucci,{},,,
Cofer ferro e aço,http://www.coferferroeaco.com.br,http://www.linkedin.com/company/jalkferroeaco,{},,Portuguese,
FATELOG TRANSPORTES E LOGÍSTICA,http://www.fatelog.com.br,http://www.linkedin.com/company/fatelog-logistica-e-transportes,"{'number': '+55 11 2598-7800', 'source': 'Scraped', 'sanitized_number': '+551125987800'}",+55 11 2598-7800,,
Rede Inova Drogarias,http://www.redeinovadrogarias.com.br,http://www.linkedin.com/company/rede-inova-drogarias,"{'number': '+55 800 022 7223', 'source': 'Scraped', 'sanitized_number': '+558000227223'}",+55 800 022 7223,,
Sistema Faesp/Senar,,http://www.linkedin.com/company/faesp-senar-ar-sp,{},,,
Benassi Minas,http://www.grupobenassi.com.br,http://www.linkedin.com/company/benassi-minas-exporta%c3%a7%c3%a3o-e-importa%c3%a7%c3%a3o-ltda.,{},,Portuguese,
Casa do Celular,http://www.casadocelular.com.br,http://www.linkedin.com/company/casa-do-celular,{},,,
DISAL S.A. Distribuidores Associados de Livros,http://www.disal.com.br,http://www.linkedin.com/company/disal-distribuidora,{},,Portuguese,
Sociedade Comercial e Importadora Hermes S.A.,http://www.comprafacil.com.br,http://www.linkedin.com/company/sociedade-comercial-e-importadora-hermes-s-a-,{},,English,
Toulon Com e Ind de modas,http://www.toulon.com.br,http://www.linkedin.com/company/toulon-com-e-ind-de-modas,{},,,
Mateus Supermercados,,http://www.linkedin.com/company/mateus-supermercados,{},,,
Drogaria Sao Paulo,,http://www.linkedin.com/company/drogaria-sao-paulo,"{'number': '+55 800 006 9159', 'source': 'Scraped', 'sanitized_number': '+558000069159'}",+55 800 006 9159,,
Viscardi Oficial,http://www.supermercadosviscardi.com.br,http://www.linkedin.com/company/viscardioficial,{},,Portuguese,
Em Casa e Lazer,http://www.emcasaelazer.com.br,http://www.linkedin.com/company/em-casa-e-lazer,{},,,
Supermercados Palomax,http://www.palomax.com.br,http://www.linkedin.com/company/supermercados-palomax,{},,,
Grupo Astória,,http://www.linkedin.com/company/grupoastoria,"{'number': '+55 73 3511-1050', 'source': 'Account', 'sanitized_number': '+557335111050'}",+55 73 3511-1050,Portuguese,
Quitanda,http://www.quitanda.com,http://www.linkedin.com/company/quitandapinheiros,{},,,
Floresta-Supermarket,,http://www.linkedin.com/company/floresta-supermarket,"{'number': '+55 21 99540-5000', 'source': 'Account', 'sanitized_number': '+5521995405000'}",+55 21 99540-5000,,
Drogaria Rosario,http://www.drogariarosario.com.br,http://www.linkedin.com/company/drogaria-rosario,{},,Portuguese,
Grupo Tesoura de Ouro,http://www.grupotesouradeouro.com.br,http://www.linkedin.com/company/grupo-tesoura-de-ouro,{},,,
Afubra,http://www.lojasafubra.com.br,http://www.linkedin.com/company/agro-comercial-afubra,"{'number': '+55 51 3713-7710', 'source': 'Scraped', 'sanitized_number': '+555137137710'}",+55 51 3713-7710,,
Stilo A  &  Anita Shoes,http://www.anita.com.br,http://www.linkedin.com/company/grupo-anita-shoes,"{'number': '+55 67 3389-4290', 'source': 'Scraped', 'sanitized_number': '+556733894290'}",+55 67 3389-4290,,
SPARE Partners - Log & Tech,http://www.sparepartners.com.br,http://www.linkedin.com/company/spare-partners,"{'number': '+55 11 2680-9394', 'source': 'Account', 'sanitized_number': '+551126809394'}",+55 11 2680-9394,,
Lojas Edmil,,http://www.linkedin.com/company/lojasedmil,{},,Portuguese,
Grupo Dahruj,http://www.ventuno.com.br,http://www.linkedin.com/company/grupo-dahruj,"{'number': '+55 11 3646-4300', 'source': 'Scraped', 'sanitized_number': '+551136464300'}",+55 11 3646-4300,"Portuguese, English",
Motus Serviços Ltda,http://www.motus.com.br,http://www.linkedin.com/company/motus-servi%c3%a7os-ltda,{},,,
Palácio das Ferramentas,http://www.palaciodasferramentas.com.br,http://www.linkedin.com/company/palacio-das-ferramentas,{},,Portuguese,
BIG BOX,http://www.bigboxdelivery.com.br,http://www.linkedin.com/company/big-box-supermercados,"{'number': '+55 61 99342-2266', 'source': 'Scraped', 'sanitized_number': '+5561993422266'}",+55 61 99342-2266,,
Grupo Peralta,http://www.grupoperalta.com.do,http://www.linkedin.com/company/grupoperalta,"{'number': '809-472-1686', 'source': 'Scraped', 'sanitized_number': '+18094721686'}",809-472-1686,,
Grupo Pérola,http://www.perolagrupo.com.br,http://www.linkedin.com/company/grupoperola,{},,,
Vaapty Franchising,http://www.vaapty.com,http://www.linkedin.com/company/vaapty,{},,,
Mundial Calçados,http://www.mundialcalcados.com.br,http://www.linkedin.com/company/mdc34,{},,Portuguese,
Super Barão,http://www.superbarao.com.br,http://www.linkedin.com/company/superbarao,{},,,
Logmam Transportes,http://www.logmam.com.br,http://www.linkedin.com/company/logmam,{},,,
Mão Colorida,http://www.maocolorida.com,http://www.linkedin.com/company/m%c3%a3o-colorida,"{'number': '+55 41 3122-7550', 'source': 'Account', 'sanitized_number': '+554131227550'}",+55 41 3122-7550,English,
Maze,http://www.maze.com.br,http://www.linkedin.com/company/maze-shop,{},,Portuguese,
Cequip,http://www.cequipfortaleza.com.br,http://www.linkedin.com/company/cequip-caminhoes,"{'number': '+55 85 3444-4444', 'source': 'Account', 'sanitized_number': '+558534444444'}",+55 85 3444-4444,,
Morelate Parts Distributor for Trucks and Buses,http://www.morelate.com.br,http://www.linkedin.com/company/morelateautopecas,"{'number': '+55 11 3908-0060', 'source': 'Scraped', 'sanitized_number': '+551139080060'}",+55 11 3908-0060,Portuguese,
Drogarias Bom Preço,,http://www.linkedin.com/company/drogarias-bom-pre%c3%a7o,{},,,
Farmácia Mônica,http://www.farmaciamonica.com.br,http://www.linkedin.com/company/farmaciamonica,"{'number': '+55 27 2124-5700', 'source': 'Scraped', 'sanitized_number': '+552721245700'}",+55 27 2124-5700,,
Favorito Supermercados,http://www.favoritosupermercados.com.br,http://www.linkedin.com/company/favorito-supermercados,{},,,
TG Logistica e Transportes,http://www.tglogistica.com.br,http://www.linkedin.com/company/tg-logistica-e-transportes,{},,,
MIXED,http://www.mixed.com.br,http://www.linkedin.com/company/mixed,{},,Portuguese,
BLD Logística,http://www.bldlogistica.com.br,http://www.linkedin.com/company/bldlogistica,{},,,
Suzanlog,http://www.suzanlog.com,http://www.linkedin.com/company/suzanlog-logistica,"{'number': '+55 11 4745-5555', 'source': 'Scraped', 'sanitized_number': '+551147455555'}",+55 11 4745-5555,Portuguese,
Natrio,http://www.natrio.com,http://www.linkedin.com/company/natriobr,{},,English,
Diso Distribuidor Especializado,http://www.diso.com.br,http://www.linkedin.com/company/diso-distribuidor-especializado,{},,,
Lojas G,,http://www.linkedin.com/company/lojasgbrasil,{},,,
Buick Logística e Transportes Ltda,http://www.buicklogistica.com.br,http://www.linkedin.com/company/buick-logistica,"{'number': '+55 11 2396-2000', 'source': 'Account', 'sanitized_number': '+551123962000'}",+55 11 2396-2000,Portuguese,
Grupo Ramiro Campelo Comércio de Utilidades Ltda,,http://www.linkedin.com/company/grupo-ramiro-campelo-com-rcio-de-utilidades-ltda,{},,,
Grupo Gérbera_+,http://www.grupogerbera.com.br,http://www.linkedin.com/company/grupogerbera,{},,,
FastLog Suporte Logístico,http://www.fastlogservicos.com,http://www.linkedin.com/company/fast-log-suporte-log%c3%adstico,"{'number': '+55 11 4942-1033', 'source': 'Account', 'sanitized_number': '+551149421033'}",+55 11 4942-1033,,
Supermercado Pinheiro,,http://www.linkedin.com/company/pinheiro-supermercado---o-bom-vizinho,{},,Portuguese,
Ferronorte Industrial,http://www.ferronorteindustrial.com.br,http://www.linkedin.com/company/ferronorte-industrial,"{'number': '+55 86 3215-4950', 'source': 'Account', 'sanitized_number': '+558632154950'}",+55 86 3215-4950,"English, Portuguese",
Farmácias Independente,http://www.farmaciasindependente.com.br,http://www.linkedin.com/company/farmacias-independente,{},,,
A,http://www.orbe.me,http://www.linkedin.com/company/carnauba-supermercados,{},,,
Eletromóveis Martinello,http://www.martinello.com.br,http://www.linkedin.com/company/eletrom%c3%b3veis-martinello,"{'number': '+55 800 651 3300', 'source': 'Scraped', 'sanitized_number': '+558006513300'}",+55 800 651 3300,,
Rede de Drogarias Big Ben,http://www.drogariasbigben.com.br,http://www.linkedin.com/company/rede-de-drogarias-big-ben,"{'number': '+55 91 3084-4609', 'source': 'Account', 'sanitized_number': '+559130844609'}",+55 91 3084-4609,Portuguese,
Grupo Zat,,http://www.linkedin.com/company/grupozat-atacarejo,{},,,
Drogaria Mais Econômica Ltda.,http://www.maiseconomica.com.br,http://www.linkedin.com/company/drogaria-mais-econ-mica-ltda,{},,Portuguese,
Plantar Comércio de Insumos - Plantar Agro,,http://www.linkedin.com/company/plantarcascavel,{},,,
Alphabeto,http://www.alphabeto.com,http://www.linkedin.com/company/lojaalphabeto,{},,Portuguese,
Anali Supermercados,,http://www.linkedin.com/company/anali-supermercados,{},,,
Lago Azul Distribuição,http://www.lagoazuldistribuidora.com.br,http://www.linkedin.com/company/lago-azul-distribui%c3%a7%c3%a3o,{},,,
Primetek,http://www.primetek.com.br,http://www.linkedin.com/company/primetek-computadores,{},,,
Rare Item Thrift Store,http://www.pecararabrecho.com.br,http://www.linkedin.com/company/pecarara,{},,,
Super Moniari,http://www.moniari.com.br,http://www.linkedin.com/company/super-moniari,{},,Portuguese,
Farmacia Pague Menos,,http://www.linkedin.com/company/farmacia-pague-menos,{},,,
Transportes Dalçoquio,http://www.dalcoquio.com.br,http://www.linkedin.com/company/dalcoquio,{},,English,
TransParaná,http://www.etp-transparana.com.br,http://www.linkedin.com/company/etp-transparan%c3%a1,{},,,
Prodoeste,http://www.prodoeste.com.br,http://www.linkedin.com/company/prodoeste,{},,,
TLS,http://www.jordan.im,http://www.linkedin.com/company/tlslog,{},,,
Savol Veículos,http://www.savol.com.br,http://www.linkedin.com/company/savol-ve%c3%adculos,"{'number': '+55 11 3381-1010', 'source': 'Scraped', 'sanitized_number': '+551133811010'}",+55 11 3381-1010,,
Carrera Chevrolet,,http://www.linkedin.com/company/carrera-chevrolet,{},,Portuguese,
Peg Pese Hortifruti,http://www.pegpese.com.br,http://www.linkedin.com/company/pegpesehortifruti,{},,,
Reval,http://www.reval.net,http://www.linkedin.com/company/mundoreval,"{'number': '+55 14 3664-9811', 'source': 'Account', 'sanitized_number': '+551436649811'}",+55 14 3664-9811,Portuguese,
Grupo Ivasko,http://www.ivaskotech.com.br,http://www.linkedin.com/company/grupoivasko,"{'number': '+55 42 3422-3030', 'source': 'Scraped', 'sanitized_number': '+554234223030'}",+55 42 3422-3030,,
NARCISO ENXOVAIS,http://www.narcisoenxovais.com.br,http://www.linkedin.com/company/narcisoenxovais,"{'number': '+55 81 3049-4377', 'source': 'Account', 'sanitized_number': '+558130494377'}",+55 81 3049-4377,,
Santa Rita,http://www.santarita.com.br,http://www.linkedin.com/company/santa-rita-engenharia,{},,,
Vivian Festas,http://www.vivianfestas.com.br,http://www.linkedin.com/company/vivian-festas,"{'number': '+55 21 2666-8562', 'source': 'Scraped', 'sanitized_number': '+552126668562'}",+55 21 2666-8562,,
Mamãe Presentes Loja de Departamentos,http://www.vonny.com.br,http://www.linkedin.com/company/vonnyoficial,{},,,
Brasiltec Logística,http://www.brasiltecnet.com.br,http://www.linkedin.com/company/brasilteclogistica,"{'number': '+55 31 3361-2798', 'sanitized_number': '+553133612798', 'source': 'Account'}",+55 31 3361-2798,Spanish,
Flávio's Calçados e Esportes,http://www.flavios.com.br,http://www.linkedin.com/company/fl-vio's-cal-ados-e-esportes,{},,Portuguese,
FCx Labs,,http://www.linkedin.com/company/fcxlabs,{},,,
JM EMPILHADEIRA,http://www.jmempilhadeira.com.br,http://www.linkedin.com/company/jmempilhadeira,"{'number': '+55 62 4005-1000', 'source': 'Scraped', 'sanitized_number': '+556240051000'}",+55 62 4005-1000,Portuguese,
Sawary Jeans,http://www.sawary.com,http://www.linkedin.com/company/sawary-jeans,{},,Portuguese,
Arasuper,http://www.arasuper.com.br,http://www.linkedin.com/company/grupoarasuper,{},,,
"GRUPO CACEL - Volkswagen, Chevrolet e Seminovos Multimarcas",http://www.grupocacel.com.br,http://www.linkedin.com/company/cacel---gurpo-de-concession-rias-vw,"{'number': '+55 32 3518-1130', 'source': 'Scraped', 'sanitized_number': '+553235181130'}",+55 32 3518-1130,Portuguese,
Silcar Pneus,,http://www.linkedin.com/company/silcar-pneus-ltda,{},,Portuguese,
Fasouto Faria Souto Comercio Ltda,http://www.fasouto.com.br,http://www.linkedin.com/company/grupofasouto,{},,,
EO Soluções Customizadas,http://www.eosolucoes.com.br,http://www.linkedin.com/company/eo-solu%c3%a7%c3%b5es-customizadas,{},,,
Dipack Logística,http://www.dipack.com.br,http://www.linkedin.com/company/dipack,{},,,
GBarbosa,http://www.gbarbosa.com.br,http://www.linkedin.com/company/gbarbosa-supermercado,{},,,
Vivo Cronológica,http://www.cronologica.com,http://www.linkedin.com/company/vivocronologica,{},,,
Superluna,http://www.superlunasupermercados.com.br,http://www.linkedin.com/company/superluna,{},,,
Auto Pecas Motoristas,http://www.motoristas.com.br,http://www.linkedin.com/company/autopecasmotoristas,{},,Portuguese,
Hipermais Atacado e Varejo,http://www.hipermaisatacado.com.br,http://www.linkedin.com/company/grupo-hipermais,{},,Portuguese,
Conexão Marítima Serviços Logísticos S/A,http://www.cmaritima.com.br,http://www.linkedin.com/company/conexao-maritima-servicos-logisticos-s-a,"{'number': '+55 47 3405-2200', 'source': 'Account', 'sanitized_number': '+554734052200'}",+55 47 3405-2200,,
Drogarias Max,http://www.drogariasmax.com.br,http://www.linkedin.com/company/drogariasmaxoficial,{},,,
Sacolão,http://www.sacolao.com,http://www.linkedin.com/company/sacolao.com,{},,,
Construcasa Bordignon,http://www.construcasabordignon.com.br,http://www.linkedin.com/company/construcasa-bordignon,{},,French,
Grupo Superviza - Supermercados & Atacadista_oficial,http://www.superviza.com.br,http://www.linkedin.com/company/supervizaoficial,"{'number': '+55 49 3533-7600', 'source': 'Scraped', 'sanitized_number': '+554935337600'}",+55 49 3533-7600,,
Mercale,http://www.mercale.com.br,http://www.linkedin.com/company/mercale,{},,,
Transmagna,http://www.transmagna.com.br,http://www.linkedin.com/company/transmagna,{},,,
Komfort House Sofás e Colchões,http://www.komforthouse.com.br,http://www.linkedin.com/company/komfort-house-sof-s-ltda,{},,,
Tractor Parts,http://www.tractorparts.com.br,http://www.linkedin.com/company/grupo-tractor-parts,{},,,
Criamigos,http://www.criamigos.com.br,http://www.linkedin.com/company/criamigos,{},,,
Cesta do Povo Supermercados,http://www.supermercadocestadopovo.com.br,http://www.linkedin.com/company/cesta-do-povo-supermercados,{},,,
Danny Cosmetics,http://www.dannycosmeticos.com.br,http://www.linkedin.com/company/dannycosmeticos,"{'number': '+55 14 3102-1020', 'source': 'Account', 'sanitized_number': '+551431021020'}",+55 14 3102-1020,,
Village Home Center,http://www.villagehomecenter.com.br,http://www.linkedin.com/company/villageconstrucao,{},,Portuguese,
Paraná Supermercados,http://www.paranasupermercadoonline.com.br,http://www.linkedin.com/company/paranasupermercados,{},,Portuguese,
Shopping da Bahia,http://www.shoppingdabahia.com.br,http://www.linkedin.com/company/shoppingdabahia,{},,,
MADEL MADEIRAS,http://www.madel.com.br,http://www.linkedin.com/company/madel-madeiras,"{'number': '+55 11 2888-4444', 'source': 'Scraped', 'sanitized_number': '+551128884444'}",+55 11 2888-4444,,
Ponto da Lingerie,http://www.pontodalingerie.com.br,http://www.linkedin.com/company/pontodalingerie,{},,,
Ok Superatacado,http://www.oksuperatacado.com.br,http://www.linkedin.com/company/ok-superatacado,{},,Portuguese,
Supermercados Gricki,http://www.supermercadosgricki.com.br,http://www.linkedin.com/company/supermercados-gricki,{},,,
Distac Veículos,http://www.distacautomoveis.com.br,http://www.linkedin.com/company/distac-ve%c3%adculos,"{'number': '+55 21 2554-2281', 'source': 'Scraped', 'sanitized_number': '+552125542281'}",+55 21 2554-2281,,
Mundo do Enxoval,http://www.mundodoenxoval.com.br,http://www.linkedin.com/company/mundo-do-enxoval,{},,Portuguese,
EF Soluções Logísticas,http://www.efsolucoes.com,http://www.linkedin.com/company/ef-solucoeslog,{},,,
Miranda computação,http://www.miranda.com.br,http://www.linkedin.com/company/mirandacomputacao,"{'number': '+55 84 2010-1010', 'source': 'Scraped', 'sanitized_number': '+558420101010'}",+55 84 2010-1010,Portuguese,
Shopping Vitória,http://www.shoppingvitoria.com.br,http://www.linkedin.com/company/shoppingvitoria,"{'number': '+55 27 3335-1000', 'source': 'Scraped', 'sanitized_number': '+552733351000'}",+55 27 3335-1000,,
UZA,http://www.uzashoes.com.br,http://www.linkedin.com/company/uzashoes,{},,,
Dimona,http://www.camisadimona.com.br,http://www.linkedin.com/company/camisa-dimona,{},,"English, Portuguese",
Handara,http://www.handara.com.br,http://www.linkedin.com/company/handara,"{'number': '+55 85 99106-6150', 'source': 'Scraped', 'sanitized_number': '+5585991066150'}",+55 85 99106-6150,Portuguese,
EXATA CARGO LTDA,http://www.exatacargo.com.br,http://www.linkedin.com/company/exata-cargo,{},,Portuguese,
Passaletti,http://www.passaletti.com.br,http://www.linkedin.com/company/passaletti,{},,,
Loja de Roupas e Acessórios,,http://www.linkedin.com/company/loja-de-roupas-e-acess%c3%b3rios,{},,,
Supermercados Unidos,http://www.supermercadosunidos.com.br,http://www.linkedin.com/company/supermercados-unidos,{},,Portuguese,
Maxxi Atacado,http://www.maxxiatacado.com.br,http://www.linkedin.com/company/maxxi-atacado,"{'number': '+55 51 3901-5301', 'source': 'Account', 'sanitized_number': '+555139015301'}",+55 51 3901-5301,,
OTD Logistics,http://www.otdbrasil.com.br,http://www.linkedin.com/company/otdlogistics,{},,,
Mamô Brasil,http://www.mamo.com.br,http://www.linkedin.com/company/mamobrasil,{},,,
Chocolandia,http://www.chocolandiaonline.com.br,http://www.linkedin.com/company/chocolandia,{},,Portuguese,
SIDE WALK,http://www.sidewalk.com.br,http://www.linkedin.com/company/side-walk,{},,,
LS Translog,http://www.lstranslog.com.br,http://www.linkedin.com/company/ls-translog,{},,Portuguese,
Coelho Diniz Supermercados,http://www.coelhodiniz.com.br,http://www.linkedin.com/company/coelho-diniz-supermercados,{},,,
Me.linda Cosméticos,http://www.melinda.com.br,http://www.linkedin.com/company/melindacosmeticos,{},,,
INATIVA,http://www.gruponazare.com.br,http://www.linkedin.com/company/grupo-nazare-supermercados-e-magazine,{},,,
Total Service | Operador Logístico,http://www.totalservicelogistica.com.br,http://www.linkedin.com/company/total-service-logistica,"{'number': '+55 34 3249-1600', 'source': 'Scraped', 'sanitized_number': '+553432491600'}",+55 34 3249-1600,,
Negreiros Supermercados,http://www.supermercadosnegreiros.com.br,http://www.linkedin.com/company/negreiros-supermercados,{},,,
Grupo Feital,http://www.feital.com.br,http://www.linkedin.com/company/grupo-feital,{},,Portuguese,
Mercantil Rodrigues,http://www.mercantilrodrigues.com.br,http://www.linkedin.com/company/mercantil-rodrigues,{},,Portuguese,
Tele Rio,http://www.telerio.com.br,http://www.linkedin.com/company/teleriooficial,{},,,
Supergiro Distribuidora,,http://www.linkedin.com/company/supergiro-distribuidora,{},,,
Feira Shop,http://www.feirashop.com.br,http://www.linkedin.com/company/feira-shop,{},,Portuguese,
NOSSO Atacarejo,,http://www.linkedin.com/company/nossoatacarejo,{},,,
Premier Logistics Gestão Empresarial,http://www.premierlog.com.br,http://www.linkedin.com/company/premier-logistics-gest%c3%a3o-empresarial,{},,,
Farmafórmula,http://www.farmaformula.com.br,http://www.linkedin.com/company/farmaf%c3%b3rmula,{},,,
COOPERVAL – Cooperativa Agroindustrial Vale do Ivaí,http://www.cooperval.coop.br,http://www.linkedin.com/company/cooperval-cooperativa-agroindustrial-vale-do-ivai,"{'number': '+55 43 3432-9800', 'source': 'Scraped', 'sanitized_number': '+554334329800'}",+55 43 3432-9800,,
Grupo Formosa,,http://www.linkedin.com/company/grupo-formosa,{},,,
P. B. Lopes & Cia Ltda.,http://www.pblopes.com.br,http://www.linkedin.com/company/pblopes,{},,,
GRUPO DESTAQUE,http://www.grupodestaque.com.br,http://www.linkedin.com/company/grupodestaqueauto,{},,,
Farmácia Nacional,http://www.farmacianacional.com.br,http://www.linkedin.com/company/farmacianacional,{},,Portuguese,
Supermercado Princesa,,http://www.linkedin.com/company/princesasupermercados,{},,Portuguese,
RedeCompras,http://www.redecomprasdelivery.com.br,http://www.linkedin.com/company/rede-compras,"{'number': '+55 83 2102-5300', 'source': 'Account', 'sanitized_number': '+558321025300'}",+55 83 2102-5300,Portuguese,
Grupo Primavia,http://www.grupoprimavia.com.br,http://www.linkedin.com/company/grupoprimavia,"{'number': '+55 61 3247-0928', 'source': 'Scraped', 'sanitized_number': '+556132470928'}",+55 61 3247-0928,,
Grupo R Carvalho,http://www.gruporcarvalho.com.br,http://www.linkedin.com/company/grupo-r-carvalho,{},,,
Supermercados Archer,,http://www.linkedin.com/company/redearcher,{},,Portuguese,
Nova Chevrolet,http://www.chevroletnova.com.br,http://www.linkedin.com/company/novachevrolet,"{'number': '+55 11 2090-9000', 'source': 'Scraped', 'sanitized_number': '+551120909000'}",+55 11 2090-9000,Portuguese,
Cravil Cooperativa,http://www.cravil.com.br,http://www.linkedin.com/company/cravil-cooperativa,"{'number': '+55 47 3531-3000', 'source': 'Scraped', 'sanitized_number': '+554735313000'}",+55 47 3531-3000,,
Supermercado Comper,http://www.comper.com.br,http://www.linkedin.com/company/supermercado-comper,{},,,
GCA - Grupo Camilo de Alimentos,http://www.gcacamilo.com.br,http://www.linkedin.com/company/camilo-distribuidora-comercial-de-alimentos-ltda-,{},,,
Móveis Simonetti,http://www.simonetti.com.br,http://www.linkedin.com/company/m%c3%b3veissimonetti,{},,Portuguese,
KHELF MODAS,http://www.khelf.com.br,http://www.linkedin.com/company/khelf-modas-,{},,Portuguese,
Supermercados Rex,http://www.rexdelivery.com.br,http://www.linkedin.com/company/rex-supermercados,{},,Portuguese,
Agilità,http://www.agilitafashion.com.br,http://www.linkedin.com/company/agilitafashion,{},,,
Grupo Allma Milazzo,http://www.grupoallmamilazzo.com.br,http://www.linkedin.com/company/grupoallmamilazzo,"{'number': '+55 14 2104-9000', 'source': 'Scraped', 'sanitized_number': '+551421049000'}",+55 14 2104-9000,,
Cellairis Brasil,http://www.cellairis.store,http://www.linkedin.com/company/cellairis-brasil1,"{'number': '+55 21 98197-0247', 'source': 'Account', 'sanitized_number': '+5521981970247'}",+55 21 98197-0247,,
Grupo Agro,http://www.grupoagromg.com.br,http://www.linkedin.com/company/grupoagro,{},,Portuguese,
Inforshop Suprimentos Ltda,http://www.inforshop.com.br,http://www.linkedin.com/company/inforshop,{},,Portuguese,
Farmácias Brava,http://www.farmaciasbrava.com.br,http://www.linkedin.com/company/farmaciasbrava,{},,,
Armazém da Cerveja,http://www.armazemdacerveja.com.br,http://www.linkedin.com/company/armazem-da-cerveja,{},,,
Seller Magazine,http://www.lojaseller.com.br,http://www.linkedin.com/company/seller-magazine,{},,Portuguese,
Supermercado Bahamas,http://www.bahamas.com.br,http://www.linkedin.com/company/supermercado-bahamas,{},,,
Grupo Discautol,http://www.discautol.com.br,http://www.linkedin.com/company/grupodiscautol,"{'number': '+55 67 3322-9000', 'source': 'Scraped', 'sanitized_number': '+556733229000'}",+55 67 3322-9000,,
MTC Log,http://www.mtclog.com.br,http://www.linkedin.com/company/mtclog,"{'number': '+55 11 4810-1174', 'source': 'Account', 'sanitized_number': '+551148101174'}",+55 11 4810-1174,,
Movesa Motores e Veículos LTDA,http://www.movesa.com.br,http://www.linkedin.com/company/movesa-motores-e-ve%c3%adculos-ltda,{},,,
Grupo Royal Supermercados,http://www.royalsupermercados.com.br,http://www.linkedin.com/company/grupo-royal-supermercados,{},,,
Almeida Mercados,http://www.almeidamercados.com.br,http://www.linkedin.com/company/almeida-mercados,{},,,
Grupo Lanlimp,http://www.lanlimp.com.br,http://www.linkedin.com/company/lanlimp,"{'number': '+55 24 2106-9420', 'source': 'Owler', 'sanitized_number': '+552421069420'}",+55 24 2106-9420,,
Ourinhos Hipermercado,http://www.ourinhossuper.com.br,http://www.linkedin.com/company/ourinhos-hipermercado1966,{},,,
Grupo Rondelli,http://www.rondelli.com.br,http://www.linkedin.com/company/gruporondelli,{},,Portuguese,
JA Distribuidora,http://www.jadistribuidora.net,http://www.linkedin.com/company/jadistribuidora,{},,,
Cereais Bramil Ltda.,,http://www.linkedin.com/company/cereais-bramil-ltda-,{},,Portuguese,
Federzoni Supermercados,http://www.federzonisupermercados.com.br,http://www.linkedin.com/company/federzoni-supermercados,{},,,
TLM - Total Logistic Management,http://www.logisticatlm.com.br,http://www.linkedin.com/company/tlm-total-logistic-management,{},,,
Cordeiro Supermercados,http://www.supercordeiro.com.br,http://www.linkedin.com/company/cordeiro-supermercados,"{'number': '+55 38 99922-8770', 'source': 'Scraped', 'sanitized_number': '+5538999228770'}",+55 38 99922-8770,Portuguese,
Transportadora Comtrasil,http://www.comtrasil.com.br,http://www.linkedin.com/company/transportador-comtrasil,"{'number': '+55 77 3441-3131', 'source': 'Account', 'sanitized_number': '+557734413131'}",+55 77 3441-3131,,
Grupo Fancar,http://www.grupofancar.com.br,http://www.linkedin.com/company/grupo-fancar,{},,,
Sendas S/A,,http://www.linkedin.com/company/sendas-sa,{},,,
Casa do Papel,http://www.casadopapel.com.br,http://www.linkedin.com/company/casadopapelbr,"{'number': '+55 51 3021-7888', 'source': 'Scraped', 'sanitized_number': '+555130217888'}",+55 51 3021-7888,English,
Transporte Excelsior,http://www.transporteexcelsior.com.br,http://www.linkedin.com/company/transporte-excelsior,{},,,
Colchoes Ortobom,,http://www.linkedin.com/company/colchoes-ortobom,"{'number': '+55 41 3056-7712', 'source': 'Account', 'sanitized_number': '+554130567712'}",+55 41 3056-7712,,
Grupo Irani,http://www.superirani.com.br,http://www.linkedin.com/company/grupoirani,{},,,
